3374	Accipitridae	Gyps	bengalensis	Gyps bengalensis	White-rumped Vulture
3375	Accipitridae	Gyps	indicus	Gyps indicus	\N
31029	Accipitridae	Gyps	indicus	Gyps indicus	Indian Vulture
30234	Accipitridae	Gyps	tenuirostris	Gyps tenuirostris	Slender-billed Vulture
3376	Accipitridae	Gyps	rueppellii	Gyps rueppellii	Rueppell's Vulture
3377	Accipitridae	Gyps	himalayensis	Gyps himalayensis	Himalayan Vulture
3378	Accipitridae	Gyps	fulvus	Gyps fulvus	Griffon Vulture
3379	Accipitridae	Gyps	coprotheres	Gyps coprotheres	Cape Vulture
3359	Accipitridae	Haliaeetus	leucogaster	Haliaeetus leucogaster	White-bellied Sea-eagle
3360	Accipitridae	Haliaeetus	sanfordi	Haliaeetus sanfordi	Sanford's Sea-eagle
3361	Accipitridae	Haliaeetus	vocifer	Haliaeetus vocifer	African Fish-eagle
3362	Accipitridae	Haliaeetus	vociferoides	Haliaeetus vociferoides	Madagascar Fish-eagle
3363	Accipitridae	Haliaeetus	leucoryphus	Haliaeetus leucoryphus	Pallas's Fish-eagle
3364	Accipitridae	Haliaeetus	albicilla	Haliaeetus albicilla	White-tailed Eagle
3365	Accipitridae	Haliaeetus	leucocephalus	Haliaeetus leucocephalus	Bald Eagle
3366	Accipitridae	Haliaeetus	pelagicus	Haliaeetus pelagicus	Steller's Sea-eagle
3357	Accipitridae	Haliastur	sphenurus	Haliastur sphenurus	Whistling Kite
3358	Accipitridae	Haliastur	indus	Haliastur indus	Brahminy Kite
3338	Accipitridae	Hamirostra	melanosternon	Hamirostra melanosternon	Black-breasted Buzzard
3349	Accipitridae	Harpagus	bidentatus	Harpagus bidentatus	Double-toothed Kite
3350	Accipitridae	Harpagus	diodon	Harpagus diodon	Rufous-thighed Kite
3526	Accipitridae	Harpia	harpyja	Harpia harpyja	Harpy Eagle
3495	Accipitridae	Harpyhaliaetus	solitarius	Harpyhaliaetus solitarius	Solitary Eagle
3496	Accipitridae	Harpyhaliaetus	coronatus	Harpyhaliaetus coronatus	Crowned Eagle
3527	Accipitridae	Harpyopsis	novaeguineae	Harpyopsis novaeguineae	New Guinea Eagle
3348	Accipitridae	Helicolestes	hamatus	Helicolestes hamatus	Slender-billed Kite
3332	Accipitridae	Henicopernis	longicauda	Henicopernis longicauda	Long-tailed Honey-buzzard
3333	Accipitridae	Henicopernis	infuscatus	Henicopernis infuscatus	Black Honey-buzzard
3541	Accipitridae	Hieraaetus	fasciatus	Hieraaetus fasciatus	Bonelli's Eagle
3542	Accipitridae	Hieraaetus	spilogaster	Hieraaetus spilogaster	African Hawk-eagle
3543	Accipitridae	Hieraaetus	pennatus	Hieraaetus pennatus	Booted Eagle
3544	Accipitridae	Hieraaetus	morphnoides	Hieraaetus morphnoides	\N
