WBDB	FAMNAME	SCINAME	COMMONNAME	FAMSEQ	GENSEQ	AUTHORITY	STADESC	SEQ	GENRECID	GENFAMRID	GENNAME	SPCSPECIES	EURING	ADVEURINGS	HRSPEC	SELECTABLE	AOU	BWP	CHRISTIDIS	DFW	ROBERTSON	SIBLEY	STOTZ	TURBOTT	OTHER_CL
3990	Acanthisittidae	Acanthisitta chloris	Rifleman	99	938	Sparrman 1787	recognised	44090	7	99	Acanthisitta	chloris			0	1	0	0	0	0	0	1	0	1	0
3993	Acanthisittidae	Traversia lyalli	Stephens Island Wren	99	940	Rothschild 1894	recognised	44120	30049	99	Traversia	lyalli			0	1	0	0	0	0	0	1	0	1	0
3991	Acanthisittidae	Xenicus longipes	Bush Wren	99	939	Gmelin 1789	recognised	44100	2047	99	Xenicus	longipes			0	1	0	0	0	0	0	1	0	1	0
3992	Acanthisittidae	Xenicus gilviventris	South Island Wren	99	939	Pelzeln 1867	recognised	44110	2047	99	Xenicus	gilviventris			0	1	0	0	0	0	0	1	0	1	0
5427	Acanthizidae	Acanthiza murina	Papuan Thornbill	121	1306	De Vis 1897	recognised	60520	8	121	Acanthiza	murina			0	1	0	0	0	0	0	1	0	0	0
5428	Acanthizidae	Acanthiza katherina	Mountain Thornbill	121	1306	De Vis 1905	recognised	60530	8	121	Acanthiza	katherina			0	1	0	0	1	0	0	1	0	0	0
31262	Acanthizidae	Acanthiza pusilla		121	1306		not recognised	60540	8	121	Acanthiza	pusilla			0	0	0	0	0	0	0	1	0	0	0
5429	Acanthizidae	Acanthiza pusilla	Brown Thornbill	121	1306	White 1790	recognised	60550	8	121	Acanthiza	pusilla			0	1	0	0	1	0	0	0	0	0	0
31263	Acanthizidae	Acanthiza apicalis	Inland Thornbill	121	1306	Gould 1847	recognised	60560	8	121	Acanthiza	apicalis			0	1	0	0	1	0	0	0	0	0	0
5430	Acanthizidae	Acanthiza ewingii	Tasmanian Thornbill	121	1306	Gould 1844	recognised	60570	8	121	Acanthiza	ewingii			0	1	0	0	1	0	0	1	0	0	0
5431	Acanthizidae	Acanthiza reguloides	Buff-rumped Thornbill	121	1306	Vigors & Horsfield 1827	recognised	60580	8	121	Acanthiza	reguloides			0	1	0	0	1	0	0	1	0	0	0
5432	Acanthizidae	Acanthiza inornata	Western Thornbill	121	1306	Gould 1841	recognised	60590	8	121	Acanthiza	inornata			0	1	0	0	1	0	0	1	0	0	0
5433	Acanthizidae	Acanthiza iredalei	Slender-billed Thornbill	121	1306	Mathews 1911	recognised	60600	8	121	Acanthiza	iredalei			0	1	0	0	1	0	0	1	0	0	0
5434	Acanthizidae	Acanthiza chrysorrhoa	Yellow-rumped Thornbill	121	1306	Quoy & Gaimard 1830	recognised	60610	8	121	Acanthiza	chrysorrhoa			0	1	0	0	1	0	0	1	0	0	0
5435	Acanthizidae	Acanthiza uropygialis	Chestnut-rumped Thornbill	121	1306	Gould 1838	recognised	60620	8	121	Acanthiza	uropygialis			0	1	0	0	1	0	0	1	0	0	0
5436	Acanthizidae	Acanthiza nana	Yellow Thornbill	121	1306	Vigors & Horsfield 1827	recognised	60630	8	121	Acanthiza	nana			0	1	0	0	1	0	0	1	0	0	0
5437	Acanthizidae	Acanthiza lineata	Striated Thornbill	121	1306	Gould 1838	recognised	60640	8	121	Acanthiza	lineata			0	1	0	0	1	0	0	1	0	0	0
5438	Acanthizidae	Acanthiza robustirostris	Slaty-backed Thornbill	121	1306	Milligan 1903	recognised	60650	8	121	Acanthiza	robustirostris			0	1	0	0	1	0	0	1	0	0	0
5420	Acanthizidae	Acanthornis magna	Scrubtit	121	1295	Gould 1855	recognised	60050	10	121	Acanthornis	magna			0	1	0	0	1	0	0	1	0	0	0
5460	Acanthizidae	Aphelocephala leucopsis	Southern Whiteface	121	1307	Gould 1841	recognised	60660	122	121	Aphelocephala	leucopsis			0	1	0	0	1	0	0	1	0	0	0
5461	Acanthizidae	Aphelocephala pectoralis	Chestnut-breasted Whiteface	121	1307	Gould 1871	recognised	60670	122	121	Aphelocephala	pectoralis			0	1	0	0	1	0	0	1	0	0	0
5462	Acanthizidae	Aphelocephala nigricincta	Banded Whiteface	121	1307	North 1895	recognised	60680	122	121	Aphelocephala	nigricincta			0	1	0	0	1	0	0	1	0	0	0
5423	Acanthizidae	Calamanthus campestris	Rufous Fieldwren	121	1298	Gould 1841	recognised	60090	234	121	Calamanthus	campestris			0	1	0	0	1	0	0	1	0	0	0
5424	Acanthizidae	Calamanthus fuliginosus	Striated Fieldwren	121	1298	Vigors & Horsfield 1827	recognised	60100	234	121	Calamanthus	fuliginosus			0	1	0	0	1	0	0	1	0	0	0
30038	Acanthizidae	Chthonicola sagittatus	Speckled Warbler	121	1299	Latham 1801	recognised	60110	383	121	Chthonicola	sagittatus			0	1	0	0	1	0	0	1	0	0	0
5404	Acanthizidae	Crateroscelis murina	Rusty Mouse-warbler	121	1302	Sclater 1858	recognised	60140	479	121	Crateroscelis	murina			0	1	0	0	0	0	0	1	0	0	0
5405	Acanthizidae	Crateroscelis nigrorufa	Bicoloured Mouse-warbler	121	1302	Salvadori 1894	recognised	60150	479	121	Crateroscelis	nigrorufa			0	1	0	0	0	0	0	1	0	0	0
5406	Acanthizidae	Crateroscelis robusta	Mountain Mouse-warbler	121	1302	De Vis 1898	recognised	60160	479	121	Crateroscelis	robusta			0	1	0	0	0	0	0	1	0	0	0
5440	Acanthizidae	Gerygone cinerea	Mountain Gerygone	121	1305	Salvadori 1876	recognised	60310	739	121	Gerygone	cinerea			0	1	0	0	0	0	0	1	0	0	0
5441	Acanthizidae	Gerygone chloronota	Green-backed Gerygone	121	1305	Gould 1843	recognised	60320	739	121	Gerygone	chloronota			0	1	0	0	1	0	0	1	0	0	0
5442	Acanthizidae	Gerygone palpebrosa	Fairy Gerygone	121	1305	Wallace 1865	recognised	60330	739	121	Gerygone	palpebrosa			0	1	0	0	1	0	0	1	0	0	0
5443	Acanthizidae	Gerygone olivacea	White-throated Gerygone	121	1305	Gould 1838	recognised	60340	739	121	Gerygone	olivacea			0	1	0	0	1	0	0	1	0	0	0
5444	Acanthizidae	Gerygone chrysogaster	Yellow-bellied Gerygone	121	1305	Gray 1858	recognised	60350	739	121	Gerygone	chrysogaster			0	1	0	0	0	0	0	1	0	0	0
31264	Acanthizidae	Gerygone magnirostris	Large-billed Gerygone	121	1305	Gould 1843	recognised	60360	739	121	Gerygone	magnirostris			0	1	0	0	1	0	0	1	0	0	0
5445	Acanthizidae	Gerygone magnirostris		121	1305	Gould 1843	not recognised	60370	739	121	Gerygone	magnirostris			0	0	0	0	0	0	0	0	0	0	1
5446	Acanthizidae	Gerygone hypoxantha		121	1305	Salvadori 1878	not recognised	60380	739	121	Gerygone	hypoxantha			0	1	0	0	0	0	0	0	0	0	1
5447	Acanthizidae	Gerygone tenebrosa	Dusky Gerygone	121	1305	Hall 1901	recognised	60390	739	121	Gerygone	tenebrosa			0	1	0	0	1	0	0	1	0	0	0
5448	Acanthizidae	Gerygone sulphurea	Golden-bellied Gerygone	121	1305	Wallace 1864	recognised	60400	739	121	Gerygone	sulphurea			0	1	0	0	0	0	0	1	0	0	0
5449	Acanthizidae	Gerygone inornata	Plain Gerygone	121	1305	Wallace 1864	recognised	60410	739	121	Gerygone	inornata			0	1	0	0	0	0	0	1	0	0	0
5450	Acanthizidae	Gerygone dorsalis	Rufous-sided Gerygone	121	1305	Sclater 1883	recognised	60420	739	121	Gerygone	dorsalis			0	1	0	0	0	0	0	1	0	0	0
5451	Acanthizidae	Gerygone ruficollis	Brown-breasted Gerygone	121	1305	Salvadori 1876	recognised	60430	739	121	Gerygone	ruficollis			0	1	0	0	0	0	0	1	0	0	0
5452	Acanthizidae	Gerygone levigaster	Mangrove Gerygone	121	1305	Gould 1843	recognised	60440	739	121	Gerygone	levigaster			0	1	0	0	1	0	0	1	0	0	0
5453	Acanthizidae	Gerygone fusca	Western Gerygone	121	1305	Gould 1838	recognised	60450	739	121	Gerygone	fusca			0	1	0	0	1	0	0	1	0	0	0
5454	Acanthizidae	Gerygone insularis	Lord Howe Gerygone	121	1305	Ramsay 1879	recognised	60460	739	121	Gerygone	insularis			0	1	0	0	1	0	0	1	0	0	0
5455	Acanthizidae	Gerygone mouki	Brown Gerygone	121	1305	Mathews 1903	recognised	60470	739	121	Gerygone	mouki			0	1	0	0	1	0	0	1	0	0	0
5456	Acanthizidae	Gerygone modesta	Norfolk Island Gerygone	121	1305	Pelzeln 1860	recognised	60480	739	121	Gerygone	modesta			0	1	0	0	1	0	0	1	0	0	0
5457	Acanthizidae	Gerygone igata	Grey Gerygone	121	1305	Quoy & Gaimard 1830	recognised	60490	739	121	Gerygone	igata			0	1	0	0	0	0	0	1	0	1	0
5458	Acanthizidae	Gerygone albofrontata	Chatham Gerygone	121	1305	Gray 1844	recognised	60500	739	121	Gerygone	albofrontata			0	1	0	0	0	0	0	1	0	1	0
5459	Acanthizidae	Gerygone flavolateralis	Fan-tailed Gerygone	121	1305	Gray 1859	recognised	60510	739	121	Gerygone	flavolateralis			0	1	0	0	0	0	0	1	0	0	0
5425	Acanthizidae	Hylacola pyrrhopygia	Chestnut-rumped Heathwren	121	1297	Vigors & Horsfield 1827	recognised	60070	868	121	Hylacola	pyrrhopygia			0	1	0	0	1	0	0	1	0	0	0
5426	Acanthizidae	Hylacola cauta	Shy Heathwren	121	1297	Gould 1843	recognised	60080	868	121	Hylacola	cauta			0	1	0	0	1	0	0	1	0	0	0
5626	Acanthizidae	Mohoua albicilla	Whitehead	121	1308	Lesson 1830	recognised	60690	1167	121	Mohoua	albicilla			0	1	0	0	0	0	0	1	0	1	0
5627	Acanthizidae	Mohoua ochrocephala	Yellowhead	121	1308	Gmelin 1789	recognised	60700	1167	121	Mohoua	ochrocephala			0	1	0	0	0	0	0	1	0	1	0
5628	Acanthizidae	Mohoua novaeseelandiae	Pipipi	121	1308	Gmelin 1789	recognised	60710	1167	121	Mohoua	novaeseelandiae			0	1	0	0	0	0	0	1	0	1	0
5403	Acanthizidae	Oreoscopus gutturalis	Fernwren	121	1301	De Vis 1889	recognised	60130	1331	121	Oreoscopus	gutturalis			0	1	0	0	1	0	0	1	0	0	0
5402	Acanthizidae	Origma solitaria	Rockwarbler	121	1296	Lewin 1808	recognised	60060	1335	121	Origma	solitaria			0	1	0	0	1	0	0	1	0	0	0
5401	Acanthizidae	Pycnoptilus floccosus	Pilotbird	121	1294	Gould 1851	recognised	60040	1652	121	Pycnoptilus	floccosus			0	1	0	0	1	0	0	1	0	0	0
5421	Acanthizidae	Pyrrholaemus brunneus	Redthroat	121	1300	Gould 1841	recognised	60120	1663	121	Pyrrholaemus	brunneus			0	1	0	0	1	0	0	1	0	0	0
5407	Acanthizidae	Sericornis citreogularis	Yellow-throated Scrubwren	121	1303	Gould 1838	recognised	60170	1786	121	Sericornis	citreogularis			0	1	0	0	1	0	0	1	0	0	0
5408	Acanthizidae	Sericornis frontalis	White-browed Scrubwren	121	1303	Vigors & Horsfield 1827	recognised	60180	1786	121	Sericornis	frontalis			0	1	0	0	1	0	0	1	0	0	0
5409	Acanthizidae	Sericornis humilis	Tasmanian Scrubwren	121	1303	Gould 1838	recognised	60190	1786	121	Sericornis	humilis			0	1	0	0	1	0	0	1	0	0	0
5410	Acanthizidae	Sericornis keri	Atherton Scrubwren	121	1303	Mathews 1920	recognised	60200	1786	121	Sericornis	keri			0	1	0	0	1	0	0	1	0	0	0
5411	Acanthizidae	Sericornis beccarii	Beccari's Scrubwren	121	1303	Salvadori 1874	recognised	60210	1786	121	Sericornis	beccarii			0	1	0	0	1	0	0	1	0	0	0
5412	Acanthizidae	Sericornis virgatus	Perplexing Scrubwren	121	1303	Reichenow 1915	recognised	60220	1786	121	Sericornis	virgatus			0	1	0	0	0	0	0	1	0	0	0
5413	Acanthizidae	Sericornis nouhuysi	Large Scrubwren	121	1303	van Oort 1909	recognised	60230	1786	121	Sericornis	nouhuysi			0	1	0	0	0	0	0	1	0	0	0
5414	Acanthizidae	Sericornis magnirostra	Large-billed Scrubwren	121	1303	Gould 1838	recognised	60240	1786	121	Sericornis	magnirostra			0	1	0	0	1	0	0	1	0	0	0
5415	Acanthizidae	Sericornis rufescens	Vogelkop Scrubwren	121	1303	Salvadori 1876	recognised	60250	1786	121	Sericornis	rufescens			0	1	0	0	0	0	0	1	0	0	0
5416	Acanthizidae	Sericornis perspicillatus	Buff-faced Scrubwren	121	1303	Salvadori 1896	recognised	60260	1786	121	Sericornis	perspicillatus			0	1	0	0	0	0	0	1	0	0	0
5417	Acanthizidae	Sericornis arfakianus	Grey-green Scrubwren	121	1303	Salvadori 1876	recognised	60270	1786	121	Sericornis	arfakianus			0	1	0	0	0	0	0	1	0	0	0
5418	Acanthizidae	Sericornis papuensis	Papuan Scrubwren	121	1303	De Vis 1894	recognised	60280	1786	121	Sericornis	papuensis			0	1	0	0	0	0	0	1	0	0	0
5419	Acanthizidae	Sericornis spilodera	Pale-billed Scrubwren	121	1303	Gray 1859	recognised	60290	1786	121	Sericornis	spilodera			0	1	0	0	0	0	0	1	0	0	0
5439	Acanthizidae	Smicrornis brevirostris	Weebill	121	1304	Gould 1838	recognised	60300	1808	121	Smicrornis	brevirostris			0	1	0	0	1	0	0	1	0	0	0
80000	Accipitridae	Accipiter sp. 		36	293		not recognised	200000	11	36	Accipiter		2749		0	1	0	0	0	0	0	0	0	0	0
3419	Accipitridae	Accipiter poliogaster	Gray-bellied Hawk	36	293	Temminck 1824	recognised	11490	11	36	Accipiter	poliogaster			0	1	0	0	0	0	0	1	1	0	0
3420	Accipitridae	Accipiter trivirgatus	Crested Goshawk	36	293	Temminck 1824	recognised	11500	11	36	Accipiter	trivirgatus			0	1	0	0	0	0	0	1	0	0	0
3421	Accipitridae	Accipiter griseiceps	Sulawesi Goshawk	36	293	Schlegel 1862	recognised	11510	11	36	Accipiter	griseiceps			0	1	0	0	0	0	0	1	0	0	0
3422	Accipitridae	Accipiter toussenelii		36	293	Verreaux & Verreaux 1855	not recognised	11520	11	36	Accipiter	toussenelii			0	1	0	0	0	0	0	1	0	0	0
31034	Accipitridae	Accipiter tachiro		36	293		not recognised	11530	11	36	Accipiter	tachiro			0	0	0	0	0	0	0	1	0	0	0
3423	Accipitridae	Accipiter tachiro	African Goshawk	36	293	Daudin 1800	recognised	11540	11	36	Accipiter	tachiro	23200		0	1	0	0	0	1	0	0	0	0	0
3424	Accipitridae	Accipiter castanilius	Chestnut-flanked Sparrowhawk	36	293	Bonaparte 1853	recognised	11550	11	36	Accipiter	castanilius	30010		0	1	0	0	0	1	0	1	0	0	0
3425	Accipitridae	Accipiter badius	Shikra	36	293	Gmelin 1788	recognised	11560	11	36	Accipiter	badius	2720		0	1	0	1	0	1	0	1	0	0	0
3426	Accipitridae	Accipiter butleri	Nicobar Sparrowhawk	36	293	Gurney 1898	recognised	11570	11	36	Accipiter	butleri			0	1	0	0	0	0	0	1	0	0	0
3427	Accipitridae	Accipiter brevipes	Levant Sparrowhawk	36	293	Severtsov 1850	recognised	11580	11	36	Accipiter	brevipes	2730		0	1	0	1	0	1	0	1	0	0	0
3428	Accipitridae	Accipiter soloensis	Chinese Goshawk	36	293	Horsfield 1821	recognised	11590	11	36	Accipiter	soloensis	2710		0	1	1	0	0	0	0	1	0	0	0
3429	Accipitridae	Accipiter francesiae	Frances's Sparrowhawk	36	293	Smith 1834	recognised	11600	11	36	Accipiter	francesiae			0	1	0	0	0	1	0	1	0	0	0
3430	Accipitridae	Accipiter trinotatus	Spot-tailed Goshawk	36	293	Bonaparte 1850	recognised	11610	11	36	Accipiter	trinotatus			0	1	0	0	0	0	0	1	0	0	0
3431	Accipitridae	Accipiter novaehollandiae	Grey Goshawk	36	293	Gmelin 1788	recognised	11620	11	36	Accipiter	novaehollandiae			0	1	0	0	1	0	0	1	0	0	0
3432	Accipitridae	Accipiter fasciatus	Brown Goshawk	36	293	Vigors & Horsfield 1827	recognised	11630	11	36	Accipiter	fasciatus			0	1	0	0	1	0	0	1	0	0	0
3433	Accipitridae	Accipiter melanochlamys	Black-mantled Goshawk	36	293	Salvadori 1875	recognised	11640	11	36	Accipiter	melanochlamys			0	1	0	0	0	0	0	1	0	0	0
3434	Accipitridae	Accipiter albogularis	Pied Goshawk	36	293	Gray 1870	recognised	11650	11	36	Accipiter	albogularis			0	1	0	0	0	0	0	1	0	0	0
3435	Accipitridae	Accipiter rufitorques	Fiji Goshawk	36	293	Peale 1848	recognised	11660	11	36	Accipiter	rufitorques			0	1	0	0	0	0	0	1	0	0	0
3436	Accipitridae	Accipiter haplochrous	White-bellied Goshawk	36	293	Sclater 1859	recognised	11670	11	36	Accipiter	haplochrous			0	1	0	0	0	0	0	1	0	0	0
3437	Accipitridae	Accipiter henicogrammus	Moluccan Goshawk	36	293	Gray 1860	recognised	11680	11	36	Accipiter	henicogrammus			0	1	0	0	0	0	0	1	0	0	0
3438	Accipitridae	Accipiter luteoschistaceus	Slaty-mantled Sparrowhawk	36	293	Rothschild and Hartert 1926	recognised	11690	11	36	Accipiter	luteoschistaceus			0	1	0	0	0	0	0	1	0	0	0
3439	Accipitridae	Accipiter imitator	Imitator Sparrowhawk	36	293	Hartert 1926	recognised	11700	11	36	Accipiter	imitator			0	1	0	0	0	0	0	1	0	0	0
3440	Accipitridae	Accipiter poliocephalus	Grey-headed Goshawk	36	293	Gray 1858	recognised	11710	11	36	Accipiter	poliocephalus			0	1	0	0	0	0	0	1	0	0	0
3441	Accipitridae	Accipiter princeps	New Britain Goshawk	36	293	Mayr 1934	recognised	11720	11	36	Accipiter	princeps			0	1	0	0	0	0	0	1	0	0	0
3442	Accipitridae	Accipiter superciliosus	Tiny Hawk	36	293	Linnaeus 1766	recognised	11730	11	36	Accipiter	superciliosus			0	1	1	0	0	0	0	1	1	0	0
3443	Accipitridae	Accipiter collaris	Semicollared Hawk	36	293	Sclater 1860	recognised	11740	11	36	Accipiter	collaris			0	1	0	0	0	0	0	1	1	0	0
3444	Accipitridae	Accipiter erythropus	Red-thighed Sparrowhawk	36	293	Hartlaub 1855	recognised	11750	11	36	Accipiter	erythropus	30020		0	1	0	0	0	1	0	1	0	0	0
3445	Accipitridae	Accipiter minullus	Little Sparrowhawk	36	293	Daudin 1800	recognised	11760	11	36	Accipiter	minullus			0	1	0	0	0	1	0	1	0	0	0
3446	Accipitridae	Accipiter gularis	Japanese Sparrowhawk	36	293	Temminck & Schlegel 1844	recognised	11770	11	36	Accipiter	gularis			0	1	0	0	0	0	0	1	0	0	0
3447	Accipitridae	Accipiter virgatus	Besra	36	293	Temminck 1822	recognised	11780	11	36	Accipiter	virgatus	2680		0	1	0	0	0	0	0	1	0	0	0
3448	Accipitridae	Accipiter nanus	Small Sparrowhawk	36	293	Blasius 1897	recognised	11790	11	36	Accipiter	nanus			0	1	0	0	0	0	0	1	0	0	0
3449	Accipitridae	Accipiter erythrauchen	Rufous-necked Sparrowhawk	36	293	Gray 1861	recognised	11800	11	36	Accipiter	erythrauchen			0	1	0	0	0	0	0	1	0	0	0
3450	Accipitridae	Accipiter cirrocephalus	Collared Sparrowhawk	36	293	Vieillot 1817	recognised	11810	11	36	Accipiter	cirrocephalus			0	1	0	0	1	0	0	1	0	0	0
3451	Accipitridae	Accipiter brachyurus	New Britain Sparrowhawk	36	293	Ramsay 1879	recognised	11820	11	36	Accipiter	brachyurus			0	1	0	0	0	0	0	1	0	0	0
3452	Accipitridae	Accipiter rhodogaster	Vinous-breasted Sparrowhawk	36	293	Schlegel 1862	recognised	11830	11	36	Accipiter	rhodogaster			0	1	0	0	0	0	0	1	0	0	0
3453	Accipitridae	Accipiter madagascariensis	Madagascar Sparrowhawk	36	293	Smith 1834	recognised	11840	11	36	Accipiter	madagascariensis			0	1	0	0	0	1	0	1	0	0	0
3454	Accipitridae	Accipiter ovampensis	Ovampo Sparrowhawk	36	293	Gurney 1875	recognised	11850	11	36	Accipiter	ovampensis	30040		0	1	0	0	0	1	0	1	0	0	0
3455	Accipitridae	Accipiter nisus	Eurasian Sparrowhawk	36	293	Linnaeus 1758	recognised	11860	11	36	Accipiter	nisus	2690	2692	1	1	0	1	0	1	0	1	0	0	0
3456	Accipitridae	Accipiter rufiventris	Rufous-chested Sparrowhawk	36	293	Smith 1830	recognised	11870	11	36	Accipiter	rufiventris			0	1	0	0	0	1	0	1	0	0	0
32242	Accipitridae	Accipiter striatus	Sharp-shinned Hawk	36	293	Vieillot 1807	recognised	11875	11	36	Accipiter	striatus	2700		0	1	1	0	0	0	0	0	0	0	0
3457	Accipitridae	Accipiter striatus		36	293	Vieillot 1807	not recognised	11880	11	36	Accipiter	striatus			0	0	0	0	0	0	0	1	1	0	0
3458	Accipitridae	Accipiter chionogaster		36	293	Kaup 1852	not recognised	11890	11	36	Accipiter	chionogaster			0	1	0	0	0	0	0	1	1	0	0
3459	Accipitridae	Accipiter ventralis		36	293	Sclater 1866	not recognised	11900	11	36	Accipiter	ventralis			0	1	0	0	0	0	0	1	0	0	0
3460	Accipitridae	Accipiter erythronemius		36	293	Kaup 1850	not recognised	11910	11	36	Accipiter	erythronemius			0	1	0	0	0	0	0	1	1	0	0
3461	Accipitridae	Accipiter cooperii	Cooper's Hawk	36	293	Bonaparte 1828	recognised	11930	11	36	Accipiter	cooperii	2740		0	1	1	0	0	0	0	1	1	0	0
3462	Accipitridae	Accipiter gundlachi	Gundlach's Hawk	36	293	Lawrence 1860	recognised	11940	11	36	Accipiter	gundlachi			0	1	1	0	0	0	0	1	1	0	0
3463	Accipitridae	Accipiter bicolor	Bicoloured Hawk	36	293	Vieillot 1817	recognised	11950	11	36	Accipiter	bicolor			0	1	1	0	0	0	0	1	1	0	0
3464	Accipitridae	Accipiter melanoleucus	Black Goshawk	36	293	Smith 1830	recognised	11960	11	36	Accipiter	melanoleucus	30030		0	1	0	0	0	1	0	1	0	0	0
3465	Accipitridae	Accipiter henstii	Henst's Goshawk	36	293	Schlegel 1873	recognised	11970	11	36	Accipiter	henstii			0	1	0	0	0	1	0	1	0	0	0
3466	Accipitridae	Accipiter gentilis	Northern Goshawk	36	293	Linnaeus 1758	recognised	11980	11	36	Accipiter	gentilis	2670		1	1	1	1	0	1	0	1	1	0	0
3467	Accipitridae	Accipiter meyerianus	Meyer's Goshawk	36	293	Sharpe 1878	recognised	11990	11	36	Accipiter	meyerianus			0	1	0	0	0	0	0	1	0	0	0
3380	Accipitridae	Aegypius monachus	Cinereous Vulture	36	283	Linnaeus 1766	recognised	11050	29	36	Aegypius	monachus	2550		0	1	0	1	0	1	0	1	0	0	0
31035	Accipitridae	Aquila pomarina		36	313		not recognised	12680	131	36	Aquila	pomarina			0	0	0	1	0	1	0	1	0	0	0
3530	Accipitridae	Aquila pomarina	Lesser Spotted Eagle	36	313	Brehm 1831	recognised	12690	131	36	Aquila	pomarina	2920		0	1	0	0	0	0	0	0	0	0	1
31036	Accipitridae	Aquila hastata	Indian Spotted Eagle	36	313	Lesson 1831	recognised	12700	131	36	Aquila	hastata			0	1	0	0	0	0	0	0	0	0	1
3531	Accipitridae	Aquila clanga	Greater Spotted Eagle	36	313	Pallas 1811	recognised	12710	131	36	Aquila	clanga	2930		1	1	0	1	0	1	0	1	0	0	0
3532	Accipitridae	Aquila rapax	Tawny Eagle	36	313	Temminck 1828	recognised	12720	131	36	Aquila	rapax	2940	2941	0	1	0	1	0	1	0	1	0	0	0
3533	Accipitridae	Aquila nipalensis	Steppe Eagle	36	313	Hodgson 1833	recognised	12730	131	36	Aquila	nipalensis	30530	2942	0	1	0	0	0	1	0	1	0	0	0
3534	Accipitridae	Aquila adalberti	Spanish Imperial Eagle	36	313	Brehm 1861	recognised	12740	131	36	Aquila	adalberti	2952		0	1	0	0	0	0	0	1	0	0	0
3535	Accipitridae	Aquila heliaca	Eastern Imperial Eagle	36	313	Savigny 1809	recognised	12750	131	36	Aquila	heliaca	2950	2951	1	1	0	1	0	1	0	1	0	0	0
3536	Accipitridae	Aquila gurneyi	Gurney's Eagle	36	313	Gray 1860	recognised	12760	131	36	Aquila	gurneyi			0	1	0	0	1	0	0	1	0	0	0
3537	Accipitridae	Aquila chrysaetos	Golden Eagle	36	313	Linnaeus 1758	recognised	12770	131	36	Aquila	chrysaetos	2960		1	1	1	1	0	1	0	1	1	0	0
3538	Accipitridae	Aquila audax	Wedge-tailed Eagle	36	313	Latham 1801	recognised	12780	131	36	Aquila	audax			0	1	0	0	1	0	0	1	0	0	0
3539	Accipitridae	Aquila verreauxii	Verreaux's Eagle	36	313	Lesson 1830	recognised	12790	131	36	Aquila	verreauxii	2970		0	1	0	1	0	1	0	1	0	0	0
3540	Accipitridae	Aquila wahlbergi	Wahlberg's Eagle	36	313	Sundevall 1851	recognised	12800	131	36	Aquila	wahlbergi	30540		0	1	0	0	0	1	0	1	0	0	0
80007	Accipitridae	Aquila sp. 		36	313		not recognised	200070	131	36	Aquila		2979		0	1	0	0	0	0	0	0	0	0	0
3497	Accipitridae	Asturina plagiata		36	306	Schlegel 1862	not recognised	12300	157	36	Asturina	plagiata			0	1	0	0	0	0	0	1	0	0	0
3498	Accipitridae	Asturina nitida		36	306	Latham 1790	not recognised	12310	157	36	Asturina	nitida			0	1	0	0	0	0	0	1	0	0	0
3325	Accipitridae	Aviceda cuculoides	African Baza	36	257	Swainson 1837	recognised	10430	172	36	Aviceda	cuculoides	30570		0	1	0	0	0	1	0	1	0	0	0
3326	Accipitridae	Aviceda madagascariensis	Madagascar Baza	36	257	Smith 1834	recognised	10440	172	36	Aviceda	madagascariensis			0	1	0	0	0	1	0	1	0	0	0
3327	Accipitridae	Aviceda jerdoni	Jerdon's Baza	36	257	Blyth 1842	recognised	10450	172	36	Aviceda	jerdoni			0	1	0	0	0	0	0	1	0	0	0
3328	Accipitridae	Aviceda subcristata	Pacific Baza	36	257	Gould 1838	recognised	10460	172	36	Aviceda	subcristata			0	1	0	0	1	0	0	1	0	0	0
3329	Accipitridae	Aviceda leuphotes	Black Baza	36	257	Dumont 1820	recognised	10470	172	36	Aviceda	leuphotes			0	1	0	0	0	0	0	1	0	0	0
3493	Accipitridae	Busarellus nigricollis	Black-collared Hawk	36	303	Latham 1790	recognised	12260	224	36	Busarellus	nigricollis			0	1	1	0	0	0	0	1	1	0	0
3472	Accipitridae	Butastur rufipennis	Grasshopper Buzzard	36	298	Sundevall 1851	recognised	12050	225	36	Butastur	rufipennis	30800		0	1	0	0	0	1	0	1	0	0	0
3473	Accipitridae	Butastur teesa	White-eyed Buzzard	36	298	Franklin 1831	recognised	12060	225	36	Butastur	teesa	2750		0	1	0	0	0	0	0	1	0	0	0
3474	Accipitridae	Butastur liventer	Rufous-winged Buzzard	36	298	Temminck 1827	recognised	12070	225	36	Butastur	liventer			0	1	0	0	0	0	0	1	0	0	0
3475	Accipitridae	Butastur indicus	Grey-faced Buzzard	36	298	Gmelin 1788	recognised	12080	225	36	Butastur	indicus	2760		0	1	0	0	0	0	0	1	0	0	0
3499	Accipitridae	Buteo magnirostris	Roadside Hawk	36	307	Gmelin 1788	recognised	12330	226	36	Buteo	magnirostris	26780		0	1	1	0	0	0	0	1	1	0	0
3500	Accipitridae	Buteo lineatus	Red-shouldered Hawk	36	307	Gmelin 1788	recognised	12340	226	36	Buteo	lineatus	2810		0	1	1	1	0	0	0	1	1	0	0
3501	Accipitridae	Buteo ridgwayi	Ridgway's Hawk	36	307	Cory 1883	recognised	12350	226	36	Buteo	ridgwayi			0	1	1	0	0	0	0	1	1	0	0
3502	Accipitridae	Buteo platypterus	Broad-winged Hawk	36	307	Vieillot 1823	recognised	12360	226	36	Buteo	platypterus	2800		0	1	1	0	0	0	0	1	1	0	0
