WBDB	FAMNAME	SCINAME	COMMONNAME	FAMSEQ	GENSEQ	AUTHORITY	STADESC	SEQ	GENRECID	GENFAMRID	GENNAME	SPCSPECIES	EURING	ADVEURINGS	HRSPEC	SELECTABLE	AOU	BWP	CHRISTIDIS	DFW	ROBERTSON	SIBLEY	STOTZ	TURBOTT	OTHER_CL
2716	Columbidae	Ducula perspicillata	White-eyed Imperial-pigeon	66	513	Temminck 1824	recognised	22410	591	66	Ducula	perspicillata			0	1	0	0	0	0	0	1	0	0	0
2717	Columbidae	Ducula concinna	Elegant Imperial-pigeon	66	513	Wallace 1865	recognised	22420	591	66	Ducula	concinna			0	1	0	0	1	0	0	1	0	0	0
2718	Columbidae	Ducula pacifica	Pacific Imperial-pigeon	66	513	Gmelin 1789	recognised	22430	591	66	Ducula	pacifica			0	1	0	0	0	0	0	1	0	0	0
2719	Columbidae	Ducula oceanica	Micronesian Imperial-pigeon	66	513	Lesson and Garnot 1826	recognised	22440	591	66	Ducula	oceanica			0	1	0	0	0	0	0	1	0	0	0
2720	Columbidae	Ducula aurorae	Polynesian Imperial-pigeon	66	513	Peale 1848	recognised	22450	591	66	Ducula	aurorae			0	1	0	0	0	0	0	1	0	0	0
2721	Columbidae	Ducula galeata	Marquesan Imperial-pigeon	66	513	Bonaparte 1855	recognised	22460	591	66	Ducula	galeata			0	1	0	0	0	0	0	1	0	0	0
2722	Columbidae	Ducula rubricera	Red-knobbed Imperial-pigeon	66	513	Bonaparte 1854	recognised	22470	591	66	Ducula	rubricera			0	1	0	0	0	0	0	1	0	0	0
2723	Columbidae	Ducula myristicivora	Spice Imperial-pigeon	66	513	Scopoli 1786	recognised	22480	591	66	Ducula	myristicivora			0	1	0	0	0	0	0	1	0	0	0
2724	Columbidae	Ducula pistrinaria	Island Imperial-pigeon	66	513	Bonaparte 1855	recognised	22490	591	66	Ducula	pistrinaria			0	1	0	0	0	0	0	1	0	0	0
2725	Columbidae	Ducula whartoni	Christmas Imperial-pigeon	66	513	Sharpe 1887	recognised	22500	591	66	Ducula	whartoni			0	1	0	0	1	0	0	1	0	0	0
2726	Columbidae	Ducula rosacea	Pink-headed Imperial-pigeon	66	513	Temminck 1835	recognised	22510	591	66	Ducula	rosacea			0	1	0	0	0	0	0	1	0	0	0
2727	Columbidae	Ducula pickeringii	Grey Imperial-pigeon	66	513	Cassin 1854	recognised	22520	591	66	Ducula	pickeringii			0	1	0	0	0	0	0	1	0	0	0
2728	Columbidae	Ducula basilica	Cinnamon-bellied Imperial-pigeon	66	513	Bonaparte 1854	recognised	22530	591	66	Ducula	basilica			0	1	0	0	0	0	0	1	0	0	0
2729	Columbidae	Ducula rufigaster	Purple-tailed Imperial-pigeon	66	513	Quoy & Gaimard 1830	recognised	22540	591	66	Ducula	rufigaster			0	1	0	0	0	0	0	1	0	0	0
2730	Columbidae	Ducula finschii	Finsch's Imperial-pigeon	66	513	Ramsay 1882	recognised	22550	591	66	Ducula	finschii			0	1	0	0	0	0	0	1	0	0	0
2731	Columbidae	Ducula chalconota	Shining Imperial-pigeon	66	513	Salvadori 1874	recognised	22560	591	66	Ducula	chalconota			0	1	0	0	0	0	0	1	0	0	0
2732	Columbidae	Ducula latrans	Peale's Imperial-pigeon	66	513	Peale 1848	recognised	22570	591	66	Ducula	latrans			0	1	0	0	0	0	0	1	0	0	0
2733	Columbidae	Ducula brenchleyi	Chestnut-bellied Imperial-pigeon	66	513	Gray 1870	recognised	22580	591	66	Ducula	brenchleyi			0	1	0	0	0	0	0	1	0	0	0
2734	Columbidae	Ducula bakeri	Vanuatu Imperial-pigeon	66	513	Kinnear 1928	recognised	22590	591	66	Ducula	bakeri			0	1	0	0	0	0	0	1	0	0	0
2735	Columbidae	Ducula goliath	New Caledonian Imperial-pigeon	66	513	Gray 1859	recognised	22600	591	66	Ducula	goliath			0	1	0	0	0	0	0	1	0	0	0
2736	Columbidae	Ducula pinon	Pinon Imperial-pigeon	66	513	Quoy & Gaimard 1824	recognised	22610	591	66	Ducula	pinon			0	1	0	0	0	0	0	1	0	0	0
2737	Columbidae	Ducula melanochroa	Bismarck Imperial-pigeon	66	513	Sclater 1878	recognised	22620	591	66	Ducula	melanochroa			0	1	0	0	0	0	0	1	0	0	0
2738	Columbidae	Ducula mullerii	Collared Imperial-pigeon	66	513	Temminck 1835	recognised	22630	591	66	Ducula	mullerii			0	1	0	0	1	0	0	1	0	0	0
2739	Columbidae	Ducula zoeae	Banded Imperial-pigeon	66	513	Lesson 1826	recognised	22640	591	66	Ducula	zoeae			0	1	0	0	0	0	0	1	0	0	0
2740	Columbidae	Ducula badia	Mountain Imperial-pigeon	66	513	Raffles 1822	recognised	22650	591	66	Ducula	badia			0	1	0	0	0	0	0	1	0	0	0
2741	Columbidae	Ducula lacernulata	Dark-backed Imperial-pigeon	66	513	Temminck 1823	recognised	22660	591	66	Ducula	lacernulata			0	1	0	0	0	0	0	1	0	0	0
2742	Columbidae	Ducula cineracea	Timor Imperial-pigeon	66	513	Temminck 1835	recognised	22670	591	66	Ducula	cineracea			0	1	0	0	0	0	0	1	0	0	0
2743	Columbidae	Ducula bicolor	Pied Imperial-pigeon	66	513	Scopoli 1786	recognised	22680	591	66	Ducula	bicolor			0	1	0	0	0	0	0	1	0	0	0
32108	Columbidae	Ducula bicolor		66	513		not recognised	22690	591	66	Ducula	bicolor			0	0	0	0	1	0	0	0	0	0	0
2744	Columbidae	Ducula luctuosa	White Imperial-pigeon	66	513	Temminck 1825	recognised	22700	591	66	Ducula	luctuosa			0	1	0	0	0	0	0	1	0	0	0
2745	Columbidae	Ducula spilorrhoa		66	513	Gray 1858	not recognised	22710	591	66	Ducula	spilorrhoa			0	0	0	0	0	0	0	1	0	0	0
32130	Columbidae	Ducula spilorrhoa	Torresian Imperial-pigeon	66	513	Gray 1858	recognised	22720	591	66	Ducula	spilorrhoa			0	1	0	0	0	0	0	0	0	0	1
2746	Columbidae	Ducula constans		66	513	Bruce 1989	not recognised	22730	591	66	Ducula	constans			0	1	0	0	0	0	0	1	0	0	0
2747	Columbidae	Ducula subflavescens	Yellowish Imperial-pigeon	66	513	Finsch 1886	recognised	22740	591	66	Ducula	subflavescens			0	1	0	0	0	0	0	1	0	0	0
30117	Columbidae	Dysmoropelia dekarchiskos	St Helena Dove	66	472	Olson 1975	recognised	19480	30012	66	Dysmoropelia	dekarchiskos			0	1	0	0	0	0	0	0	0	0	0
2553	Columbidae	Ectopistes migratorius	Passenger Pigeon	66	493	Linnaeus 1766	recognised	20640	599	66	Ectopistes	migratorius	6940		0	1	1	1	0	0	0	1	0	0	0
30086	Columbidae	Gallicolumba norfolciensis	Norfolk Island Ground-dove	66	503	Latham 1801	recognised	21220	712	66	Gallicolumba	norfolciensis			0	1	0	0	1	0	0	0	0	0	0
2605	Columbidae	Gallicolumba luzonica	Luzon Bleeding-heart	66	503	Scopoli 1786	recognised	21230	712	66	Gallicolumba	luzonica			0	1	0	0	0	0	0	1	0	0	0
2606	Columbidae	Gallicolumba platenae	Mindoro Bleeding-heart	66	503	Salvadori 1891	recognised	21240	712	66	Gallicolumba	platenae			0	1	0	0	0	0	0	1	0	0	0
2607	Columbidae	Gallicolumba keayi	Negros Bleeding-heart	66	503	Clarke 1900	recognised	21250	712	66	Gallicolumba	keayi			0	1	0	0	0	0	0	1	0	0	0
2608	Columbidae	Gallicolumba crinigera	Mindanao Bleeding-heart	66	503	Pucheran 1853	recognised	21260	712	66	Gallicolumba	crinigera			0	1	0	0	0	0	0	1	0	0	0
2609	Columbidae	Gallicolumba menagei	Sulu Bleeding-heart	66	503	Bourns & Worcester 1894	recognised	21270	712	66	Gallicolumba	menagei			0	1	0	0	0	0	0	1	0	0	0
2610	Columbidae	Gallicolumba rufigula	Cinnamon Ground-dove	66	503	Pucheran 1853	recognised	21280	712	66	Gallicolumba	rufigula			0	1	0	0	0	0	0	1	0	0	0
2611	Columbidae	Gallicolumba tristigmata	Sulawesi Ground-dove	66	503	Bonaparte 1855	recognised	21290	712	66	Gallicolumba	tristigmata			0	1	0	0	0	0	0	1	0	0	0
2612	Columbidae	Gallicolumba jobiensis	White-bibbed Ground-dove	66	503	Meyer 1875	recognised	21300	712	66	Gallicolumba	jobiensis			0	1	0	0	0	0	0	1	0	0	0
2613	Columbidae	Gallicolumba kubaryi	Caroline Islands Ground-dove	66	503	Finsch 1880	recognised	21310	712	66	Gallicolumba	kubaryi			0	1	0	0	0	0	0	1	0	0	0
2614	Columbidae	Gallicolumba erythroptera	Polynesian Ground-dove	66	503	Gmelin 1789	recognised	21320	712	66	Gallicolumba	erythroptera			0	1	0	0	0	0	0	1	0	0	0
2615	Columbidae	Gallicolumba xanthonura	White-throated Ground-dove	66	503	Temminck 1823	recognised	21330	712	66	Gallicolumba	xanthonura			0	1	0	0	0	0	0	1	0	0	0
2616	Columbidae	Gallicolumba stairi	Shy Ground-dove	66	503	Gray 1856	recognised	21340	712	66	Gallicolumba	stairi			0	1	0	0	0	0	0	1	0	0	0
2617	Columbidae	Gallicolumba sanctaecrucis	Santa Cruz Ground-dove	66	503	Mayr 1935	recognised	21350	712	66	Gallicolumba	sanctaecrucis			0	1	0	0	0	0	0	1	0	0	0
2618	Columbidae	Gallicolumba ferruginea	Tanna Ground-dove	66	503	Forster 1844	recognised	21360	712	66	Gallicolumba	ferruginea			0	1	0	0	0	0	0	1	0	0	0
2619	Columbidae	Gallicolumba salamonis	Thick-billed Ground-dove	66	503	Ramsay 1882	recognised	21370	712	66	Gallicolumba	salamonis			0	1	0	0	0	0	0	1	0	0	0
2620	Columbidae	Gallicolumba rubescens	Marquesan Ground-dove	66	503	Vieillot 1818	recognised	21380	712	66	Gallicolumba	rubescens			0	1	0	0	0	0	0	1	0	0	0
2621	Columbidae	Gallicolumba beccarii	Bronze Ground-dove	66	503	Salvadori 1876	recognised	21390	712	66	Gallicolumba	beccarii			0	1	0	0	0	0	0	1	0	0	0
2622	Columbidae	Gallicolumba canifrons	Palau Ground-dove	66	503	Hartlaub and Finsch 1872	recognised	21400	712	66	Gallicolumba	canifrons			0	1	0	0	0	0	0	1	0	0	0
2623	Columbidae	Gallicolumba hoedtii	Wetar Ground-dove	66	503	Schlegel 1871	recognised	21410	712	66	Gallicolumba	hoedtii			0	1	0	0	0	0	0	1	0	0	0
2547	Columbidae	Geopelia cuneata	Diamond Dove	66	492	Latham 1801	recognised	20580	729	66	Geopelia	cuneata			0	1	0	0	1	0	0	1	0	0	0
2548	Columbidae	Geopelia striata	Zebra Dove	66	492	Linnaeus 1766	recognised	20590	729	66	Geopelia	striata			0	1	1	0	0	1	0	1	0	0	0
32107	Columbidae	Geopelia striata		66	492		not recognised	20600	729	66	Geopelia	striata			0	0	0	0	1	0	0	0	0	0	0
2549	Columbidae	Geopelia maugeus	Barred Dove	66	492	Temminck 1809	recognised	20610	729	66	Geopelia	maugeus			0	1	0	0	0	0	0	1	0	0	0
2550	Columbidae	Geopelia placida	Peaceful Dove	66	492	Gould 1844	recognised	20620	729	66	Geopelia	placida			0	1	0	0	0	0	0	1	0	0	0
2551	Columbidae	Geopelia humeralis	Bar-shouldered Dove	66	492	Temminck 1821	recognised	20630	729	66	Geopelia	humeralis			0	1	0	0	1	0	0	1	0	0	0
2542	Columbidae	Geophaps plumifera	Spinifex Pigeon	66	488	Gould 1842	recognised	20510	730	66	Geophaps	plumifera			0	1	0	0	1	0	0	1	0	0	0
2543	Columbidae	Geophaps smithii	Partridge Pigeon	66	488	Jardine & Selby 1830	recognised	20520	730	66	Geophaps	smithii			0	1	0	0	1	0	0	1	0	0	0
2544	Columbidae	Geophaps scripta	Squatter Pigeon	66	488	Temminck 1821	recognised	20530	730	66	Geophaps	scripta			0	1	0	0	1	0	0	1	0	0	0
31058	Columbidae	Geotrygon lawrencii		66	500		not recognised	21010	735	66	Geotrygon	lawrencii			0	0	0	0	0	0	0	1	1	0	0
30132	Columbidae	Geotrygon lawrencii	Purplish-backed Quail-dove	66	500	Salvin 1874	recognised	21020	735	66	Geotrygon	lawrencii			0	1	1	0	0	0	0	0	0	0	0
2588	Columbidae	Geotrygon carrikeri	Tuxtla Quail-dove	66	500	Wetmore 1941	recognised	21030	735	66	Geotrygon	carrikeri			0	1	1	0	0	0	0	0	0	0	0
2589	Columbidae	Geotrygon costaricensis	Buff-fronted Quail-dove	66	500	Lawrence 1868	recognised	21040	735	66	Geotrygon	costaricensis			0	1	1	0	0	0	0	1	1	0	0
2590	Columbidae	Geotrygon saphirina	Sapphire Quail-dove	66	500	Bonaparte 1855	recognised	21050	735	66	Geotrygon	saphirina			0	1	0	0	0	0	0	1	1	0	0
2591	Columbidae	Geotrygon caniceps	Grey-headed Quail-dove	66	500	Gundlach 1852	recognised	21060	735	66	Geotrygon	caniceps			0	1	0	0	0	0	0	1	1	0	0
31059	Columbidae	Geotrygon caniceps		66	500		not recognised	21070	735	66	Geotrygon	caniceps			0	0	1	0	0	0	0	0	0	0	0
31060	Columbidae	Geotrygon leucometopia		66	500		not recognised	21080	735	66	Geotrygon	leucometopia			0	1	1	0	0	0	0	0	0	0	0
2592	Columbidae	Geotrygon versicolor	Crested Quail-dove	66	500	Lafresnaye 1846	recognised	21090	735	66	Geotrygon	versicolor			0	1	1	0	0	0	0	1	1	0	0
2593	Columbidae	Geotrygon veraguensis	Olive-backed Quail-dove	66	500	Lawrence 1867	recognised	21100	735	66	Geotrygon	veraguensis			0	1	1	0	0	0	0	1	1	0	0
2594	Columbidae	Geotrygon albifacies	White-faced Quail-dove	66	500	Sclater 1858	recognised	21110	735	66	Geotrygon	albifacies			0	1	1	0	0	0	0	1	1	0	0
2595	Columbidae	Geotrygon chiriquensis	Rufous-breasted Quail-dove	66	500	Sclater 1856	recognised	21120	735	66	Geotrygon	chiriquensis			0	1	1	0	0	0	0	1	1	0	0
2596	Columbidae	Geotrygon goldmani	Russet-crowned Quail-dove	66	500	Nelson 1912	recognised	21130	735	66	Geotrygon	goldmani			0	1	1	0	0	0	0	1	1	0	0
2597	Columbidae	Geotrygon linearis	Lined Quail-dove	66	500	Prévost 1843	recognised	21140	735	66	Geotrygon	linearis			0	1	0	0	0	0	0	1	1	0	0
2598	Columbidae	Geotrygon frenata	White-throated Quail-dove	66	500	Tschudi 1843	recognised	21150	735	66	Geotrygon	frenata			0	1	0	0	0	0	0	1	1	0	0
2599	Columbidae	Geotrygon chrysia	Key West Quail-dove	66	500	Bonaparte 1855	recognised	21160	735	66	Geotrygon	chrysia	7010		0	1	1	0	0	0	0	1	1	0	0
2600	Columbidae	Geotrygon mystacea	Bridled Quail-dove	66	500	Temminck 1811	recognised	21170	735	66	Geotrygon	mystacea			0	1	1	0	0	0	0	1	1	0	0
2601	Columbidae	Geotrygon violacea	Violaceous Quail-dove	66	500	Temminck 1809	recognised	21180	735	66	Geotrygon	violacea			0	1	1	0	0	0	0	1	1	0	0
2602	Columbidae	Geotrygon montana	Ruddy Quail-dove	66	500	Linnaeus 1758	recognised	21190	735	66	Geotrygon	montana	7020		0	1	1	0	0	0	0	1	1	0	0
2754	Columbidae	Goura cristata	Western Crowned-pigeon	66	506	Pallas 1764	recognised	21440	750	66	Goura	cristata			0	1	0	0	0	0	0	1	0	0	0
2755	Columbidae	Goura victoria	Victoria Crowned-pigeon	66	506	Fraser 1844	recognised	21450	750	66	Goura	victoria			0	1	0	0	0	0	0	1	0	0	0
2756	Columbidae	Goura scheepmakeri	Southern Crowned-pigeon	66	506	Finsch 1876	recognised	21460	750	66	Goura	scheepmakeri			0	1	0	0	0	0	0	1	0	0	0
2751	Columbidae	Gymnophaps albertisii	Papuan Mountain-pigeon	66	517	Salvadori 1874	recognised	22790	780	66	Gymnophaps	albertisii			0	1	0	0	0	0	0	1	0	0	0
2752	Columbidae	Gymnophaps mada	Long-tailed Mountain-pigeon	66	517	Hartert 1899	recognised	22800	780	66	Gymnophaps	mada			0	1	0	0	0	0	0	1	0	0	0
2753	Columbidae	Gymnophaps solomonensis	Pale Mountain-pigeon	66	517	Mayr 1931	recognised	22810	780	66	Gymnophaps	solomonensis			0	1	0	0	0	0	0	1	0	0	0
2749	Columbidae	Hemiphaga novaeseelandiae	New Zealand Pigeon	66	515	Gmelin 1789	recognised	22760	825	66	Hemiphaga	novaeseelandiae			0	1	0	0	1	0	0	1	0	1	0
32394	Columbidae	Hemiphaga spadicea		66	515		not recognised	22765	825	66	Hemiphaga	spadicea			0	1	0	0	0	0	0	0	0	0	0
31804	Columbidae	Hemiphaga chathamensis	Chatham Island Pigeon	66	515	Rothschild 1891	under review	22770	825	66	Hemiphaga	chathamensis			0	1	0	0	0	0	0	0	0	0	1
2536	Columbidae	Henicophaps albifrons	New Guinea Bronzewing	66	485	Gray 1862	recognised	20450	835	66	Henicophaps	albifrons			0	1	0	0	0	0	0	1	0	0	0
2537	Columbidae	Henicophaps foersteri	New Britain Bronzewing	66	485	Rothschild and Hartert 1906	recognised	20460	835	66	Henicophaps	foersteri			0	1	0	0	0	0	0	1	0	0	0
2577	Columbidae	Leptotila verreauxi	White-tipped Dove	66	499	Bonaparte 1855	recognised	20900	976	66	Leptotila	verreauxi	7000		0	1	1	0	0	0	0	1	1	0	0
2578	Columbidae	Leptotila megalura	White-faced Dove	66	499	Sclater & Salvin 1879	recognised	20910	976	66	Leptotila	megalura			0	1	0	0	0	0	0	1	1	0	0
2579	Columbidae	Leptotila plumbeiceps	Grey-headed Dove	66	499	Sclater & Salvin 1868	recognised	20920	976	66	Leptotila	plumbeiceps			0	1	1	0	0	0	0	1	1	0	0
2580	Columbidae	Leptotila battyi	Brown-backed Dove	66	499	Rothschild 1901	recognised	20930	976	66	Leptotila	battyi			0	1	0	0	0	0	0	1	0	0	0
2581	Columbidae	Leptotila wellsi	Grenada Dove	66	499	Lawrence 1884	recognised	20940	976	66	Leptotila	wellsi			0	1	1	0	0	0	0	1	1	0	0
2582	Columbidae	Leptotila rufaxilla	Grey-fronted Dove	66	499	Richard & Bernard 1792	recognised	20950	976	66	Leptotila	rufaxilla	27180		0	1	0	0	0	0	0	1	1	0	0
2583	Columbidae	Leptotila jamaicensis	Caribbean Dove	66	499	Linnaeus 1766	recognised	20960	976	66	Leptotila	jamaicensis			0	1	1	0	0	0	0	1	1	0	0
2584	Columbidae	Leptotila pallida	Pallid Dove	66	499	Berlepsch & Taczanowski 1884	recognised	20970	976	66	Leptotila	pallida			0	1	0	0	0	0	0	1	1	0	0
2585	Columbidae	Leptotila cassini	Grey-chested Dove	66	499	Lawrence 1867	recognised	20980	976	66	Leptotila	cassini			0	1	1	0	0	0	0	1	1	0	0
2586	Columbidae	Leptotila ochraceiventris	Ochre-bellied Dove	66	499	Chapman 1914	recognised	20990	976	66	Leptotila	ochraceiventris			0	1	0	0	0	0	0	1	1	0	0
2587	Columbidae	Leptotila conoveri	Tolima Dove	66	499	Bond & Meyer de Schauensee 1943	recognised	21000	976	66	Leptotila	conoveri			0	1	0	0	0	0	0	1	1	0	0
2552	Columbidae	Leucosarcia melanoleuca	Wonga Pigeon	66	490	Latham 1801	recognised	20550	985	66	Leucosarcia	melanoleuca			0	1	0	0	1	0	0	1	0	0	0
2748	Columbidae	Lopholaimus antarcticus	Topknot Pigeon	66	514	Shaw 1794	recognised	22750	1008	66	Lopholaimus	antarcticus			0	1	0	0	1	0	0	1	0	0	0
2513	Columbidae	Macropygia unchall	Barred Cuckoo-dove	66	479	Wagler 1827	recognised	20210	1045	66	Macropygia	unchall			0	1	0	0	0	0	0	1	0	0	0
2514	Columbidae	Macropygia rufipennis	Andaman Cuckoo-dove	66	479	Blyth 1846	recognised	20220	1045	66	Macropygia	rufipennis			0	1	0	0	0	0	0	1	0	0	0
2515	Columbidae	Macropygia tenuirostris	Philippine Cuckoo-dove	66	479	Bonaparte 1854	recognised	20230	1045	66	Macropygia	tenuirostris			0	1	0	0	0	0	0	1	0	0	0
2516	Columbidae	Macropygia emiliana	Ruddy Cuckoo-dove	66	479	Bonaparte 1854	recognised	20240	1045	66	Macropygia	emiliana			0	1	0	0	0	0	0	1	0	0	0
2519	Columbidae	Macropygia phasianella		66	479	Temminck 1821	not recognised	20250	1045	66	Macropygia	phasianella			0	1	0	0	0	0	0	1	0	0	0
2517	Columbidae	Macropygia amboinensis		66	479	Linnaeus 1766	not recognised	20260	1045	66	Macropygia	amboinensis			0	0	0	0	0	0	0	1	0	0	0
32123	Columbidae	Macropygia amboinensis	Brown Cuckoo-dove	66	479	Linnaeus 1766	recognised	20270	1045	66	Macropygia	amboinensis			0	1	0	0	1	0	0	0	0	0	0
2518	Columbidae	Macropygia magna	Dusky Cuckoo-dove	66	479	Wallace 1864	recognised	20280	1045	66	Macropygia	magna			0	1	0	0	0	0	0	1	0	0	0
2520	Columbidae	Macropygia ruficeps	Little Cuckoo-dove	66	479	Temminck 1834	recognised	20290	1045	66	Macropygia	ruficeps			0	1	0	0	0	0	0	1	0	0	0
2521	Columbidae	Macropygia nigrirostris	Black-billed Cuckoo-dove	66	479	Salvadori 1875	recognised	20300	1045	66	Macropygia	nigrirostris			0	1	0	0	0	0	0	1	0	0	0
2522	Columbidae	Macropygia mackinlayi	Mackinlay's Cuckoo-dove	66	479	Ramsay 1878	recognised	20310	1045	66	Macropygia	mackinlayi			0	1	0	0	0	0	0	1	0	0	0
2572	Columbidae	Metriopelia ceciliae	Bare-faced Ground-dove	66	497	Lesson 1845	recognised	20850	1131	66	Metriopelia	ceciliae			0	1	0	0	0	0	0	1	1	0	0
2573	Columbidae	Metriopelia morenoi	Bare-eyed Ground-dove	66	497	Sharpe 1902	recognised	20860	1131	66	Metriopelia	morenoi			0	1	0	0	0	0	0	1	1	0	0
2574	Columbidae	Metriopelia melanoptera	Black-winged Ground-dove	66	497	Molina 1782	recognised	20870	1131	66	Metriopelia	melanoptera			0	1	0	0	0	0	0	1	1	0	0
2575	Columbidae	Metriopelia aymara	Golden-spotted Ground-dove	66	497	Prévost 1840	recognised	20880	1131	66	Metriopelia	aymara			0	1	0	0	0	0	0	1	1	0	0
2625	Columbidae	Microgoura meeki	Choiseul Pigeon	66	504	Rothschild 1904	recognised	21420	1139	66	Microgoura	meeki			0	1	0	0	0	0	0	1	0	0	0
2495	Columbidae	Nesoenas picturata	Madagascar Turtle-dove	66	476	Temminck 1813	recognised	20040	30133	66	Nesoenas	picturata			0	1	0	0	0	1	0	1	0	0	0
2497	Columbidae	Nesoenas mayeri	Pink Pigeon	66	476	Prévost 1843	recognised	20050	30133	66	Nesoenas	mayeri			0	1	0	0	0	1	0	1	0	0	0
2541	Columbidae	Ocyphaps lophotes	Crested Pigeon	66	487	Temminck 1822	recognised	20500	30036	66	Ocyphaps	lophotes			0	1	0	0	1	0	0	1	0	0	0
2533	Columbidae	Oena capensis	Namaqua Dove	66	483	Linnaeus 1766	recognised	20420	1308	66	Oena	capensis	6920		0	1	0	1	0	1	0	1	0	0	0
2626	Columbidae	Otidiphaps nobilis	Pheasant Pigeon	66	505	Gould 1870	recognised	21430	1350	66	Otidiphaps	nobilis			0	1	0	0	0	0	0	1	0	0	0
2475	Columbidae	Patagioenas leucocephala	White-crowned Pigeon	66	474	Linnaeus 1758	recognised	19860	30206	66	Patagioenas	leucocephala	6790		0	1	1	0	0	0	0	1	1	0	0
2476	Columbidae	Patagioenas speciosa	Scaled Pigeon	66	474	Gmelin 1789	recognised	19870	30206	66	Patagioenas	speciosa			0	1	1	0	0	0	0	1	1	0	0
2477	Columbidae	Patagioenas squamosa	Scaly-naped Pigeon	66	474	Bonnaterre 1792	recognised	19880	30206	66	Patagioenas	squamosa	6800		0	1	1	0	0	0	0	1	1	0	0
2478	Columbidae	Patagioenas corensis	Bare-eyed Pigeon	66	474	Jacquin 1784	recognised	19890	30206	66	Patagioenas	corensis			0	1	0	0	0	0	0	1	1	0	0
2479	Columbidae	Patagioenas picazuro	Picazuro Pigeon	66	474	Temminck 1813	recognised	19900	30206	66	Patagioenas	picazuro			0	1	0	0	0	0	0	1	1	0	0
2480	Columbidae	Patagioenas maculosa	Spot-winged Pigeon	66	474	Temminck 1813	recognised	19910	30206	66	Patagioenas	maculosa			0	1	0	0	0	0	0	1	1	0	0
2481	Columbidae	Patagioenas fasciata	Band-tailed Pigeon	66	474	Say 1823	recognised	19920	30206	66	Patagioenas	fasciata	6810		0	1	1	0	0	0	0	1	1	0	0
2482	Columbidae	Patagioenas araucana	Chilean Pigeon	66	474	Lesson 1827	recognised	19930	30206	66	Patagioenas	araucana			0	1	0	0	0	0	0	1	1	0	0
2483	Columbidae	Patagioenas caribaea	Ring-tailed Pigeon	66	474	Jacquin 1784	recognised	19940	30206	66	Patagioenas	caribaea			0	1	1	0	0	0	0	1	1	0	0
2484	Columbidae	Patagioenas cayennensis	Pale-vented Pigeon	66	474	Bonnaterre 1792	recognised	19950	30206	66	Patagioenas	cayennensis			0	1	1	0	0	0	0	1	1	0	0
2485	Columbidae	Patagioenas flavirostris	Red-billed Pigeon	66	474	Wagler 1831	recognised	19960	30206	66	Patagioenas	flavirostris	6820		0	1	1	0	0	0	0	1	1	0	0
2486	Columbidae	Patagioenas oenops	Peruvian Pigeon	66	474	Salvin 1895	recognised	19970	30206	66	Patagioenas	oenops			0	1	0	0	0	0	0	1	1	0	0
2487	Columbidae	Patagioenas inornata	Plain Pigeon	66	474	Vigors 1827	recognised	19980	30206	66	Patagioenas	inornata			0	1	1	0	0	0	0	1	1	0	0
2488	Columbidae	Patagioenas plumbea	Plumbeous Pigeon	66	474	Vieillot 1818	recognised	19990	30206	66	Patagioenas	plumbea			0	1	0	0	0	0	0	1	1	0	0
2489	Columbidae	Patagioenas subvinacea	Ruddy Pigeon	66	474	Lawrence 1868	recognised	20000	30206	66	Patagioenas	subvinacea			0	1	1	0	0	0	0	1	1	0	0
2490	Columbidae	Patagioenas nigrirostris	Short-billed Pigeon	66	474	Sclater 1860	recognised	20010	30206	66	Patagioenas	nigrirostris			0	1	1	0	0	0	0	1	1	0	0
2491	Columbidae	Patagioenas goodsoni	Dusky Pigeon	66	474	Hartert 1902	recognised	20020	30206	66	Patagioenas	goodsoni			0	1	0	0	0	0	0	1	1	0	0
2545	Columbidae	Petrophassa albipennis	White-quilled Rock-pigeon	66	491	Gould 1841	recognised	20560	1419	66	Petrophassa	albipennis			0	1	0	0	1	0	0	1	0	0	0
2546	Columbidae	Petrophassa rufipennis	Chestnut-quilled Rock-pigeon	66	491	Collett 1898	recognised	20570	1419	66	Petrophassa	rufipennis			0	1	0	0	1	0	0	1	0	0	0
2627	Columbidae	Phapitreron leucotis	White-eared Brown-dove	66	508	Temminck 1823	recognised	21480	1440	66	Phapitreron	leucotis			0	1	0	0	0	0	0	1	0	0	0
2628	Columbidae	Phapitreron amethystinus	Amethyst Brown-dove	66	508	Bonaparte 1855	recognised	21490	1440	66	Phapitreron	amethystinus			0	1	0	0	0	0	0	1	0	0	0
31061	Columbidae	Phapitreron cinereiceps		66	508		not recognised	21500	1440	66	Phapitreron	cinereiceps			0	0	0	0	0	0	0	1	0	0	0
2630	Columbidae	Phapitreron cinereiceps	Tawitawi Brown-dove	66	508	Bourns & Worcester 1894	recognised	21510	1440	66	Phapitreron	cinereiceps			0	1	0	0	0	0	0	0	0	0	1
9805	Columbidae	Phapitreron brunneiceps	Mindanao Brown-dove	66	508	Bourns & Worcester 1894	recognised	21520	1440	66	Phapitreron	brunneiceps			0	1	0	0	0	0	0	0	0	0	1
2538	Columbidae	Phaps chalcoptera	Common Bronzewing	66	486	Latham 1790	recognised	20470	1441	66	Phaps	chalcoptera			0	1	0	0	1	0	0	1	0	0	0
2539	Columbidae	Phaps elegans	Brush Bronzewing	66	486	Temminck 1809	recognised	20480	1441	66	Phaps	elegans			0	1	0	0	1	0	0	1	0	0	0
