source	Collecting_Institution	Collection_Date	Receipt_Date	Location	Country	State_Province	Latitude	Longitude	Host_Species	Host_Common_Name	Host_Identifier	Capture_Status	Health	Age	Behavior	Sample_Identifier	Sample_Material	Influenza_Test_Type	Influenza_Test_Result	Other_pathogens_tested_for (other than influenza)	Other_pathogen_test_result (other than influenza)	Habitat	Sex	Host_ID_Type	Sample_Transport_Medium	Strain_Name	Other_Host_and_Sample_Data									
2013_2_00284	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13796	A	H	H	W	217-13796	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00285	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13797	A	H	H	W	217-13797	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00286	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13798	A	H	H	W	217-13798	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00287	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13799	A	H	H	W	217-13799	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00288	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13800	A	H	H	W	217-13800	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00289	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13803	A	H	H	W	217-13803	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00290	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13805	A	H	H	W	217-13805	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00291	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13812	A	H	H	W	217-13812	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00292	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13813	A	H	H	W	217-13813	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00293	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13814	A	H	H	W	217-13814	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00294	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13815	A	H	H	W	217-13815	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00295	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13816	A	H	H	W	217-13816	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00296	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13817	A	H	H	W	217-13817	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00297	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13818	A	H	H	W	217-13818	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00298	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13819	A	H	H	W	217-13819	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00299	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13820	A	H	H	W	217-13820	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00300	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13821	A	H	H	W	217-13821	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00301	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9755	A	H	U	W	7-9755	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00302	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9756	A	H	U	W	7-9756	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00303	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9757	A	H	U	W	7-9757	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00304	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9758	A	H	U	W	7-9758	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00305	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9760	A	H	U	W	7-9760	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00306	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9761	A	H	U	W	7-9761	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00307	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9763	A	H	U	W	7-9763	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00308	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9765	A	H	U	W	7-9765	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00309	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9766	A	H	U	W	7-9766	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00310	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9767	A	H	U	W	7-9767	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00311	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9768	A	H	U	W	7-9768	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00312	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9769	A	H	U	W	7-9769	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00313	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9770	A	H	U	W	7-9770	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00314	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9771	A	H	U	W	7-9771	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00315	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9772	A	H	U	W	7-9772	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00316	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9773	A	H	U	W	7-9773	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00317	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9775	A	H	U	W	7-9775	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00318	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9777	A	H	U	W	7-9777	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00319	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9778	A	H	U	W	7-9778	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00320	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9780	A	H	U	W	7-9780	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00321	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9781	A	H	U	W	7-9781	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00322	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9782	A	H	U	W	7-9782	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00323	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9784	A	H	U	W	7-9784	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00324	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9785	A	H	U	W	7-9785	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00325	CIP047	3-8-2011	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	7-9787	A	H	U	W	7-9787	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00326	CIP047	7-9-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	7-9788	A	H	U	W	7-9788	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00327	CIP047	7-9-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	7-9789	A	H	U	W	7-9789	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00328	CIP047	12-1-2012	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus michahellis	Yellow-legged Gull	217-12229	A	H	A	W	217-12229	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00329	CIP047	13-1-2012	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus michahellis	Yellow-legged Gull	217-12235	A	H	A	W	217-12235	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00330	CIP047	14-1-2012	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus michahellis	Yellow-legged Gull	217-12247	A	H	A	W	217-12247	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00331	CIP047	15-1-2012	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus michahellis	Yellow-legged Gull	217-12249	A	H	A	W	217-12249	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00332	CIP047	16-1-2012	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus michahellis	Yellow-legged Gull	217-12250	A	H	A	W	217-12250	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00333	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Gallinula chloropus	Moorhen	217-14788	A	H	U	W	217-14788	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00334	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Gallinula chloropus	Moorhen	217-14789	A	H	U	W	217-14789	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00335	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Porzana parva	Little Crake	217-14790	A	H	U	W	217-14790	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00336	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Porzana parva	Little Crake	217-14791	A	H	U	W	217-14791	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00337	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Porzana parva	Little Crake	217-14792	A	H	U	W	217-14792	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00338	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Porzana parva	Little Crake	217-14793	A	H	U	W	217-14793	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00339	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14794	A	H	U	W	217-14794	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00340	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14795	A	H	U	W	217-14795	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00341	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14796	A	H	U	W	217-14796	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00342	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14797	A	H	U	W	217-14797	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00343	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14798	A	H	U	W	217-14798	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00344	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14799	A	H	U	W	217-14799	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00345	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14800	A	H	U	W	217-14800	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00346	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14801	A	H	U	W	217-14801	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00347	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14802	A	H	U	W	217-14802	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00348	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14803	A	H	U	W	217-14803	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00349	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14804	A	H	U	W	217-14804	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00350	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14805	A	H	U	W	217-14805	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00351	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14806	A	H	U	W	217-14806	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00352	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14807	A	H	U	W	217-14807	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00353	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14808	A	H	U	W	217-14808	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00354	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14809	A	H	U	W	217-14809	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00355	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14810	A	H	U	W	217-14810	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00356	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14811	A	H	U	W	217-14811	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00357	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14812	A	H	U	W	217-14812	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00358	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14813	A	H	U	W	217-14813	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00359	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14814	A	H	U	W	217-14814	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00360	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Limicola falcinellus	Broad-billed Sandpiper	217-14815	A	H	U	W	217-14815	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00361	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14816	A	H	U	W	217-14816	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00362	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14817	A	H	U	W	217-14817	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00363	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14818	A	H	U	W	217-14818	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00364	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14819	A	H	U	W	217-14819	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00365	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14820	A	H	U	W	217-14820	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00366	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14821	A	H	U	W	217-14821	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00367	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14822	A	H	U	W	217-14822	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00368	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14823	A	H	U	W	217-14823	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00369	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14824	A	H	U	W	217-14824	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00370	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14825	A	H	U	W	217-14825	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00371	CIP047	20-8-2012	18-1-2013	Chorokhi Delta	Republic of Georgia	Adjari	41.592572	41.578639	Actitis hypoleucos	Common Sandpiper	217-14826	A	H	U	W	217-14826	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
