217-573	tracheal/op swab	oral-pharyngeal
217-575	tracheal/op swab	oral-pharyngeal
217-576	tracheal/op swab	oral-pharyngeal
217-577	tracheal/op swab	oral-pharyngeal
217-578	tracheal/op swab	oral-pharyngeal
217-579	tracheal/op swab	oral-pharyngeal
217-580	tracheal/op swab	oral-pharyngeal
217-584	tracheal/op swab	oral-pharyngeal
217-586	tracheal/op swab	oral-pharyngeal
217-587	tracheal/op swab	oral-pharyngeal
217-590	tracheal/op swab	oral-pharyngeal
217-592	tracheal/op swab	oral-pharyngeal
217-596	tracheal/op swab	oral-pharyngeal
217-598	tracheal/op swab	oral-pharyngeal
217-600	tracheal/op swab	oral-pharyngeal
217-604	tracheal/op swab	oral-pharyngeal
217-606	tracheal/op swab	oral-pharyngeal
217-612	tracheal/op swab	oral-pharyngeal
217-614	tracheal/op swab	oral-pharyngeal
217-616	tracheal/op swab	oral-pharyngeal
217-622	tracheal/op swab	oral-pharyngeal
217-624	tracheal/op swab	oral-pharyngeal
217-628	tracheal/op swab	oral-pharyngeal
217-640	tracheal/op swab	oral-pharyngeal
217-642	tracheal/op swab	oral-pharyngeal
217-644	tracheal/op swab	oral-pharyngeal
217-646	tracheal/op swab	oral-pharyngeal
217-660	tracheal/op swab	oral-pharyngeal
217-679	tracheal/op swab	oral-pharyngeal
217-682	tracheal/op swab	oral-pharyngeal
217-683	tracheal/op swab	oral-pharyngeal
217-684	tracheal/op swab	oral-pharyngeal
217-689	tracheal/op swab	oral-pharyngeal
217-691	tracheal/op swab	oral-pharyngeal
217-692	tracheal/op swab	oral-pharyngeal
217-694	tracheal/op swab	oral-pharyngeal
217-697	tracheal/op swab	oral-pharyngeal
217-722	tracheal/op swab	oral-pharyngeal
217-729	tracheal/op swab	oral-pharyngeal
217-731	tracheal/op swab	oral-pharyngeal
217-733	tracheal/op swab	oral-pharyngeal
217-735	tracheal/op swab	oral-pharyngeal
217-738	tracheal/op swab	oral-pharyngeal
217-740	tracheal/op swab	oral-pharyngeal
217-742	tracheal/op swab	oral-pharyngeal
217-744	tracheal/op swab	oral-pharyngeal
217-746	tracheal/op swab	oral-pharyngeal
217-754	tracheal/op swab	oral-pharyngeal
217-756	tracheal/op swab	oral-pharyngeal
217-766	tracheal/op swab	oral-pharyngeal
217-767	tracheal/op swab	oral-pharyngeal
217-768	tracheal/op swab	oral-pharyngeal
217-769	tracheal/op swab	oral-pharyngeal
217-770	tracheal/op swab	oral-pharyngeal
217-771	tracheal/op swab	oral-pharyngeal
217-772	tracheal/op swab	oral-pharyngeal
217-773	tracheal/op swab	oral-pharyngeal
217-774	tracheal/op swab	oral-pharyngeal
217-775	tracheal/op swab	oral-pharyngeal
217-776	tracheal/op swab	oral-pharyngeal
217-777	tracheal/op swab	oral-pharyngeal
217-778	tracheal/op swab	oral-pharyngeal
217-779	tracheal/op swab	oral-pharyngeal
217-780	tracheal/op swab	oral-pharyngeal
217-781	tracheal/op swab	oral-pharyngeal
217-782	tracheal/op swab	oral-pharyngeal
217-783	tracheal/op swab	oral-pharyngeal
217-784	tracheal/op swab	oral-pharyngeal
217-785	tracheal/op swab	oral-pharyngeal
217-787	tracheal/op swab	oral-pharyngeal
217-788	tracheal/op swab	oral-pharyngeal
217-789	tracheal/op swab	oral-pharyngeal
217-790	tracheal/op swab	oral-pharyngeal
217-791	tracheal/op swab	oral-pharyngeal
217-792	tracheal/op swab	oral-pharyngeal
217-793	tracheal/op swab	oral-pharyngeal
217-794	tracheal/op swab	oral-pharyngeal
217-795	tracheal/op swab	oral-pharyngeal
217-796	tracheal/op swab	oral-pharyngeal
217-797	tracheal/op swab	oral-pharyngeal
217-798	other	cloacal/op
217-799	other	cloacal/op
217-800	tracheal/op swab	oral-pharyngeal
217-801	tracheal/op swab	oral-pharyngeal
217-802	other	cloacal/op
217-803	tracheal/op swab	oral-pharyngeal
217-804	tracheal/op swab	oral-pharyngeal
217-805	other	cloacal/op
217-806	tracheal/op swab	oral-pharyngeal
217-808	tracheal/op swab	oral-pharyngeal
217-810	tracheal/op swab	oral-pharyngeal
217-812	tracheal/op swab	oral-pharyngeal
217-817	tracheal/op swab	oral-pharyngeal
217-819	tracheal/op swab	oral-pharyngeal
217-821	tracheal/op swab	oral-pharyngeal
217-822	tracheal/op swab	oral-pharyngeal
217-824	tracheal/op swab	oral-pharyngeal
217-828	tracheal/op swab	oral-pharyngeal
217-830	tracheal/op swab	oral-pharyngeal
217-833	tracheal/op swab	oral-pharyngeal
217-837	tracheal/op swab	oral-pharyngeal
217-839	tracheal/op swab	oral-pharyngeal
217-841	tracheal/op swab	oral-pharyngeal
217-843	tracheal/op swab	oral-pharyngeal
217-845	tracheal/op swab	oral-pharyngeal
217-847	tracheal/op swab	oral-pharyngeal
217-848	tracheal/op swab	oral-pharyngeal
217-851	tracheal/op swab	oral-pharyngeal
217-852	tracheal/op swab	oral-pharyngeal
